label,handedness,lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z
Q,Left,0.11789354681968689,0.5100409984588623,1.2387140202463343e-07,0.16468574106693268,0.5095372200012207,-0.016891995444893837,0.2085648626089096,0.5012379884719849,-0.03905973955988884,0.24578168988227844,0.524586021900177,-0.06386315077543259,0.2748095393180847,0.5574249625205994,-0.08728481829166412,0.2081918865442276,0.3070879876613617,-0.02613038569688797,0.24860768020153046,0.3279564380645752,-0.06579513847827911,0.278434157371521,0.372892290353775,-0.09322533011436462,0.3002167344093323,0.4163082540035248,-0.10829849541187286,0.17338714003562927,0.28716760873794556,-0.034257449209690094,0.21056072413921356,0.4005140960216522,-0.06862520426511765,0.19755089282989502,0.4602465331554413,-0.07907456904649734,0.18369396030902863,0.4599577486515045,-0.08199004083871841,0.13724975287914276,0.3071121871471405,-0.046112023293972015,0.1710699051618576,0.44482725858688354,-0.07596474140882492,0.15910302102565765,0.4789058268070221,-0.07508961111307144,0.14642281830310822,0.4547230899333954,-0.06956719607114792,0.1038147583603859,0.3456817865371704,-0.06049801781773567,0.13246846199035645,0.46093177795410156,-0.0780017226934433,0.1307017207145691,0.48784634470939636,-0.07510242611169815,0.12297818064689636,0.46401235461235046,-0.06877661496400833
Q,Left,0.11964281648397446,0.5138735771179199,1.4593463504297688e-07,0.16819220781326294,0.5110152959823608,-0.016707446426153183,0.21123436093330383,0.502008855342865,-0.040295764803886414,0.2480098307132721,0.5243667960166931,-0.06674733012914658,0.27850526571273804,0.5587460398674011,-0.091758131980896,0.21165268123149872,0.30588608980178833,-0.02720210701227188,0.25344789028167725,0.3328324258327484,-0.06864491105079651,0.2842884659767151,0.37746238708496094,-0.0971764624118805,0.307302862405777,0.42082011699676514,-0.11300358921289444,0.17668579518795013,0.2876637578010559,-0.03603355586528778,0.2159416377544403,0.4045749306678772,-0.0725521519780159,0.20138368010520935,0.46532249450683594,-0.08309999853372574,0.18597546219825745,0.4641886353492737,-0.08573886752128601,0.14066098630428314,0.30965447425842285,-0.04857425391674042,0.17674268782138824,0.4479474723339081,-0.08087323606014252,0.1644313633441925,0.4838513433933258,-0.07947073876857758,0.15086382627487183,0.4588458240032196,-0.07298681885004044,0.10732638835906982,0.35026881098747253,-0.06352229416370392,0.1377863883972168,0.4654013216495514,-0.08234331756830215,0.13645412027835846,0.4920800030231476,-0.07886796444654465,0.12823140621185303,0.4660174250602722,-0.0718005895614624
Q,Left,0.12935985624790192,0.5075035095214844,1.9755998437176459e-07,0.1810557246208191,0.5033541917800903,-0.016095085069537163,0.2244730442762375,0.4974111318588257,-0.04157724604010582,0.26386815309524536,0.5252840518951416,-0.07032117247581482,0.29601871967315674,0.5642673969268799,-0.09771917015314102,0.224585622549057,0.30161601305007935,-0.027574386447668076,0.2684381902217865,0.3362082242965698,-0.07030950486660004,0.3008464276790619,0.38215240836143494,-0.10054101794958115,0.32691407203674316,0.4233134686946869,-0.11792382597923279,0.19014419615268707,0.28672462701797485,-0.037408772855997086,0.23224902153015137,0.40358230471611023,-0.07464644312858582,0.21654614806175232,0.46103227138519287,-0.08489348739385605,0.20207875967025757,0.4534680247306824,-0.0877295583486557,0.15583880245685577,0.31168046593666077,-0.05089839547872543,0.19518469274044037,0.4455518126487732,-0.08420037478208542,0.1831066906452179,0.48261070251464844,-0.08192431181669235,0.17045801877975464,0.45760577917099,-0.07481896132230759,0.12613540887832642,0.3542725443840027,-0.06673065572977066,0.15709634125232697,0.46985670924186707,-0.08509525656700134,0.15350675582885742,0.4939979016780853,-0.08055441826581955,0.14403048157691956,0.46516668796539307,-0.07302936166524887
Q,Left,0.12955886125564575,0.5110750794410706,1.875816479923742e-07,0.17865332961082458,0.5085271000862122,-0.01599588617682457,0.2236894816160202,0.4995274543762207,-0.03941115736961365,0.26287904381752014,0.5230686664581299,-0.06595789641141891,0.2943073809146881,0.5618462562561035,-0.09126146882772446,0.22257466614246368,0.30294719338417053,-0.025760330259799957,0.2674463987350464,0.3368968665599823,-0.06783678382635117,0.29958805441856384,0.38528209924697876,-0.09804705530405045,0.32484087347984314,0.43110892176628113,-0.11510603129863739,0.18957731127738953,0.2880774438381195,-0.0350431390106678,0.23305948078632355,0.4082055687904358,-0.0728125274181366,0.21532149612903595,0.4604772925376892,-0.08503518998622894,0.1970399022102356,0.45552489161491394,-0.08881969004869461,0.1554204225540161,0.3125472664833069,-0.04797174036502838,0.19436989724636078,0.44800320267677307,-0.08177990466356277,0.18095766007900238,0.4840160608291626,-0.08223015069961548,0.16720038652420044,0.4636925458908081,-0.07641583681106567,0.12502354383468628,0.3553716242313385,-0.0631323754787445,0.15725316107273102,0.4718843102455139,-0.08154366910457611,0.1537354737520218,0.4969448149204254,-0.07861688733100891,0.1450020968914032,0.47265318036079407,-0.07204965502023697
Q,Left,0.13001379370689392,0.5126112103462219,1.8636077925293648e-07,0.17751595377922058,0.5077189207077026,-0.016865262761712074,0.22163674235343933,0.49839308857917786,-0.04070248827338219,0.2613019049167633,0.5255934596061707,-0.06757334619760513,0.292952299118042,0.5641778111457825,-0.09315808117389679,0.22351861000061035,0.30181190371513367,-0.025708165019750595,0.26917916536331177,0.3392023742198944,-0.06758750230073929,0.3011459708213806,0.3868020176887512,-0.09737833589315414,0.32607606053352356,0.4313640594482422,-0.11405497789382935,0.18976019322872162,0.2891368269920349,-0.03490758687257767,0.23399388790130615,0.4113682806491852,-0.07312855124473572,0.2164234220981598,0.4661567807197571,-0.08561453223228455,0.19904528558254242,0.4645419716835022,-0.08909502625465393,0.15515252947807312,0.3143569231033325,-0.0478954054415226,0.1948554962873459,0.45488008856773376,-0.0811653584241867,0.1792900264263153,0.48966890573501587,-0.08141142129898071,0.16442155838012695,0.46818286180496216,-0.07534198462963104,0.12434344738721848,0.3574458658695221,-0.06338837742805481,0.15752483904361725,0.4779796898365021,-0.08162768185138702,0.15173324942588806,0.5026637315750122,-0.07887119799852371,0.14135393500328064,0.4777172803878784,-0.0722351148724556
Q,Left,0.13520364463329315,0.5147734880447388,2.1362029656302184e-07,0.18373939394950867,0.512428343296051,-0.018785841763019562,0.22758749127388,0.5058181881904602,-0.04416049271821976,0.2663807272911072,0.5318865776062012,-0.07239066809415817,0.29709985852241516,0.5687177181243896,-0.09911169856786728,0.22794829308986664,0.3060343265533447,-0.02776796743273735,0.2756485939025879,0.346832275390625,-0.07201563566923141,0.30785664916038513,0.3970988094806671,-0.10344980657100677,0.33253753185272217,0.4454754889011383,-0.12084383517503738,0.1948944479227066,0.29267722368240356,-0.03618835657835007,0.2395881712436676,0.41438204050064087,-0.07651058584451675,0.2206001877784729,0.4663335680961609,-0.08975053578615189,0.20168408751487732,0.4625416398048401,-0.09347356855869293,0.16099528968334198,0.31747230887413025,-0.048610687255859375,0.19916598498821259,0.4537494480609894,-0.0836498886346817,0.18491491675376892,0.4876776933670044,-0.08418132364749908,0.17156828939914703,0.4657233953475952,-0.0779917985200882,0.13096895813941956,0.3602275252342224,-0.06358552724123001,0.1614382565021515,0.4785615801811218,-0.08229999989271164,0.15665140748023987,0.5028935074806213,-0.07953432947397232,0.14808855950832367,0.4772273898124695,-0.07287188619375229
Q,Left,0.13152986764907837,0.5124068260192871,1.8622101549681247e-07,0.18185430765151978,0.5088874101638794,-0.0183027982711792,0.22524455189704895,0.5022000670433044,-0.043942615389823914,0.26381129026412964,0.5300508141517639,-0.07260531932115555,0.294314980506897,0.5671521425247192,-0.09961404651403427,0.22686520218849182,0.30281761288642883,-0.02814997360110283,0.2716407775878906,0.3433356285095215,-0.07256437093019485,0.30318987369537354,0.3939712345600128,-0.10344485938549042,0.328434020280838,0.44083818793296814,-0.12045858055353165,0.19265325367450714,0.2912059426307678,-0.03734810650348663,0.23669767379760742,0.41509559750556946,-0.07648343592882156,0.2169634997844696,0.46876925230026245,-0.08759015798568726,0.19970186054706573,0.45944511890411377,-0.090341717004776,0.15793797373771667,0.3179197907447815,-0.05072949454188347,0.19807255268096924,0.4539022743701935,-0.08506813645362854,0.18239392340183258,0.4875508248806,-0.08344841003417969,0.16830967366695404,0.46228843927383423,-0.07629452645778656,0.12697240710258484,0.3622388243675232,-0.06681403517723083,0.15907233953475952,0.478371798992157,-0.08589496463537216,0.1537044495344162,0.49954184889793396,-0.08233960717916489,0.14419099688529968,0.47097107768058777,-0.07512640953063965
Q,Left,0.13228343427181244,0.5101068615913391,1.6755322462813638e-07,0.18059945106506348,0.5061954259872437,-0.017459683120250702,0.22319701313972473,0.4992826581001282,-0.042562153190374374,0.26206663250923157,0.5272678136825562,-0.0707172304391861,0.29256993532180786,0.5652590394020081,-0.09708880633115768,0.22486144304275513,0.3042623996734619,-0.027828186750411987,0.2694130837917328,0.34070834517478943,-0.07243197411298752,0.3005886375904083,0.3914990723133087,-0.10265432298183441,0.32432204484939575,0.43878453969955444,-0.11871245503425598,0.19084472954273224,0.29185378551483154,-0.03664809837937355,0.23485136032104492,0.41646265983581543,-0.0749426856637001,0.21630802750587463,0.47060132026672363,-0.08459235727787018,0.19952471554279327,0.461758017539978,-0.08626621216535568,0.15637385845184326,0.31850889325141907,-0.04968424513936043,0.19601044058799744,0.45848244428634644,-0.08307786285877228,0.18085041642189026,0.4910027086734772,-0.08001997321844101,0.1670135259628296,0.46560150384902954,-0.07191156595945358,0.12586486339569092,0.36278966069221497,-0.06540371477603912,0.1567966789007187,0.48080548644065857,-0.0840153694152832,0.15221810340881348,0.5024430751800537,-0.0798177570104599,0.1432298868894577,0.47407302260398865,-0.07205868512392044
Q,Left,0.13414651155471802,0.5141699314117432,1.265969729047356e-07,0.18249015510082245,0.5109319090843201,-0.018436945974826813,0.22658686339855194,0.4989165663719177,-0.04119158536195755,0.2630433142185211,0.5204662084579468,-0.06620170921087265,0.29171988368034363,0.555533766746521,-0.08915311843156815,0.22673028707504272,0.3036622703075409,-0.025384768843650818,0.269151508808136,0.3353283107280731,-0.06939688324928284,0.29885804653167725,0.3842170536518097,-0.09995774924755096,0.3211718201637268,0.4306783676147461,-0.11608177423477173,0.1926155835390091,0.288227915763855,-0.033113379031419754,0.23353764414787292,0.4035375118255615,-0.07170172035694122,0.21881288290023804,0.45940065383911133,-0.08365797996520996,0.20239634811878204,0.46263396739959717,-0.08592415601015091,0.1574401557445526,0.3133947551250458,-0.045193273574113846,0.19346286356449127,0.4494894742965698,-0.07807657867670059,0.1809990555047989,0.48205941915512085,-0.07705879956483841,0.16871070861816406,0.4597996175289154,-0.06973220407962799,0.12675297260284424,0.35888758301734924,-0.06002209708094597,0.15572133660316467,0.47825130820274353,-0.07892226427793503,0.1527366042137146,0.50093674659729,-0.07647641748189926,0.14602632820606232,0.47397857904434204,-0.06944923102855682
Q,Left,0.14504235982894897,0.5058000087738037,1.6064583974184643e-07,0.1925494223833084,0.49949443340301514,-0.014430461451411247,0.23473358154296875,0.4858730733394623,-0.035996582359075546,0.27223289012908936,0.5035098195075989,-0.060451798141002655,0.3047747015953064,0.5353373289108276,-0.08394074440002441,0.23265355825424194,0.2966591715812683,-0.022582869976758957,0.27724209427833557,0.32065364718437195,-0.058640770614147186,0.3090949058532715,0.35092949867248535,-0.0841095969080925,0.334772527217865,0.3798363506793976,-0.09939807653427124,0.19942741096019745,0.27934303879737854,-0.03193310275673866,0.24258267879486084,0.3831897974014282,-0.06867422163486481,0.2270658165216446,0.4461008906364441,-0.08028544485569,0.20964184403419495,0.4541744887828827,-0.08284728229045868,0.16660138964653015,0.30106768012046814,-0.04427831619977951,0.2056911736726761,0.42623430490493774,-0.07566966116428375,0.19376231729984283,0.4655414819717407,-0.07562626153230667,0.17995405197143555,0.44733068346977234,-0.06969898194074631,0.13711120188236237,0.34216970205307007,-0.05875413492321968,0.16790831089019775,0.4520473778247833,-0.07633690536022186,0.1647951602935791,0.47518590092658997,-0.07461440563201904,0.15578758716583252,0.44749948382377625,-0.0691220611333847
